Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
1130,Beetho,1,What you buy this for is in there. 32 gb fast writing speed etc. happy with product. no issues yet,08/14/2023,959,24,19,43,5,2.968969714605385,3.2031116936223407
1131,MikePahl,4,"Great value, plenty of storage for both my phone & tablet!  I looked around and this is a really good deal.",04/07/2023,76,24,6,30,18,2.7824218320175698,3.3643076584119633
1132,Reuben Anthony Harbuck,3,Great price on this product.  Half of what Samsung was charging for the same memory card. Works just fine in my Notewith no pproblems what so ever.,12/02/2023,371,49,4,53,45,4.005649697907565,4.180566665852653
1133,Man_In_Bra,1,"This is called &#34;Class 10&#34;, so I ordered it, figuring it would have useable speed. I plugged it in to copy about 9GB of program installation files. I was totally dumbfounded that it took about 3 hours to copy those files onto this &#34;Ultra&#34; &#34;Class 10&#34; SDXC card. (9GB on my super-slow, super-cheap plastic school-kid USB thumb drive takes less than 10 minutes.) So then I tested it on various known computers with typical raw and JPG picture files. Read speeds ranged from 15-25MB/s, while write speeds ranged from 4-8MB/sec for big files, and below 1MB/sec for small files. This is what I would call largely unusable. VERY disappointing.",02/02/2023,899,0,30,30,-30,2.812432332491151,3.652407092261573
1134,Gregory,5,Great transfer speeds for my Tablet. Going on a month now and it works just fine. Highly recommend it to anyne.,12/29/2023,851,21,28,49,-7,4.222710294900191,1.5988723156254685
1135,Jim W,5,"I have a 4gb and an 8gb micro sd card so I finally had to upgrade since I was getting close to filling up both cards. The micro sd arrived a week before so I do recommend these guys.Update--So for some reason the sd card wants to be dumb and work and not work with my phone (Motorola Razr M). Now I know it's not the phone because it works perfectly fine with the other sd cards I have. I haven't contacted the sellers yet, but probably will soon if it continues to act up.",06/15/2023,737,19,14,33,5,0.24659014904558796,2.2540001611088023
1136,Brian Higgs,2,29.71 G  appeared upon installing. I'd say it worked as excepted and wished. 5 stars quality. worth the money there.,03/24/2023,506,12,24,36,-12,2.4757492683026205,0.601889556047342
1137,Joenathan,3,Bought it for my LG L9 Android phone and in the phone it stayed.  Speed is average.  The problem is that it broke within 8 months with all my data in there.,08/20/2023,943,39,12,51,27,4.063457566888714,1.2864706881105237
1138,"Amazon Customer ""Music Fan""",3,"I have buy the SDXC for Xperia Arc S even many was saying it support till 32GB SDHC, The SDXC 64GB work perfectly on the Xperia Arc S",04/20/2023,183,20,43,63,-23,4.241825734577674,2.6047252997082175
1139,Eckzsell,4,"Wow! Fast memory card. I bought this for my new GoPro Hero 3. Great performance for full HD video.Shipping was fast, and nice communication on shipping and estimated arrival time.The SD Card adaptor works perfect in my full sized SD reader built in my laptop.Transfer speeds were blazing and read speeds are amazing.SanDisk is the best, really worth buy the top end class 10 micro SD card.If you doing HD video this is the card for you. Video is demanding, so youneed a SD Card that can keep up.In Hawaii we play hard, and the GoPro and SanDisk card have been working flawless at full 1080p60 video.",05/31/2023,154,22,23,45,-1,4.170276887046836,0.5038039043226239
1140,Sujith Nair,2,This is a big card for a great price.  I remember buying a 2GB CF card for around $200 a while ago!,10/07/2023,269,40,14,54,26,3.021906598057819,2.85303147899868
1141,Phillip Hankland,4,"As the title says, it can cause your GoPro Hero 3 to stop recording mid recording if used at the highest resolutions and frame rates.",10/22/2023,903,32,23,55,9,4.969856710700508,1.951395758481319
1142,"Dave ""Dave""",2,pretty good! had a hiccup then they were pretty helpful and fixing the problem! used for my go pro and works freaking great!,05/24/2023,930,8,25,33,-17,0.9069315390284061,0.17383137722619235
1143,eshugart,3,"this item works as intended, well made, functions properly. good level of comfort fairly cheaply priced wont need to replace any time soon",12/18/2023,278,28,18,46,10,0.8722878969376735,2.1722394080537772
1144,Mark Hilgenberg,4,"As soon as it was inserted into the Samsung Galaxy S4 it started getting filled up in a trip to NYC. It is great not having to empty photos and music off the phone, and the phone still works fast, which is good considering SD cards with apps tend to make Android phones slow. Great quality from SanDisk!",11/06/2023,340,31,23,54,8,0.16411337262254133,1.4057008822457395
1145,Chris Belardinelli,2,"Bought this for my Note 10.1 for some extra space(also use one in my Note 2) No problem being recognized. Now if only Samsung would let me install apps on it, but that's not the cards fault.",09/13/2023,875,10,18,28,-8,4.946685881278113,0.33488687095547587
1146,"simple SW man. ""simple sw man""",3,"Had this item for a week or so now and it seems to be working fine. I haven't put it through any kind of stress or anything, just stuck it in my phone and let it do it's thing. So far, so good.",03/22/2023,23,35,41,76,-6,1.740102537778354,1.4668493069743254
1147,"Robert K. Harvey ""BobH""",3,SANDISK is a good brand for me and this just worked.  Cant really ask much more of it than that!,07/24/2023,432,28,16,44,12,3.81027089769385,1.470475618630268
1148,Charles C. Moy,1,Use with my GoPro Hero 3 & class 10 is a must.  These are inexpensive & simply get the job done!  I own 3 & am considering purchasing 1 or 2 more....,09/20/2023,526,47,47,94,0,0.29855156387739723,1.7753683530220887
1149,Dave Junia Lum,4,Got this for my phone and it works great so far. Transferred music and pictures super fast from my computer to the card. Needed more memory and this is perfect.,01/21/2023,606,30,4,34,26,1.4934405316497823,1.8323748458766453
1150,"Aaron ""Aaron""",1,"I bought this card because I hope to transition from a PC to a smartphone in the near future. For now I use an adapter to run it on the PC. The write times aren't as good as I had hoped, but they're acceptable overall. Plenty of storage space for my files, some of my music, pics, that sort of thing. Have also run portable applications on it and they seem to perform well for the most part. Overall, a solid little card with just enough speed to get the majority of my tasks done.Sidenote: the card came formatted with exFAT by default. The onyl way I could downgrade to FAT32 was to use a third party app. For some reason, the card can't be read by my phone, but the phone is an older model Samsung, so that could be the issue.",02/22/2023,343,13,3,16,10,3.119236706974508,2.148857523941221
1151,Keith T. Merritt,3,"I bought this and after a month of use on my Samsung Galaxy s2 it failed and could no longer be seen, and when i contacted support they said that i had to send it to them to get replaced which is more expensive than buying a new one",05/27/2023,879,49,21,70,28,2.6239004804963253,0.45979063862278124
1152,Quinton W. Shelby,4,"I've had this memory card for about 4 days. I ordered it with my new Galaxy S4 Verizon. Worked perfectly out of the box, didn't have to format, and read & write speeds meets up to my expectations. I will still keep my eyes on this card for little longer because I see some reviews reporting that cards fail after some time, but seems to be ok for me.Not relevant to this product, but I did get ONTRAC shipping(Amazon prime 2 day shipping) for this memory card and my Galaxy S4. After reading SO many negative reviews and feedback about this shipping company, I was crossing my fingers and hoping that they wouldn't do something stupid to my package. Fortunately, I got my package on time and nothing was damaged. One minor complain is that ONTRAC does not update their tracking history very often, or at all(based on my other purchases). As I was phoneless for couple days and really needed a phone, I checked the tracking history probably once every couple hours. It was showing that it has left the faculty for 2 1/2 days and was not updated at all until about an hour before I got my package saying that it went out for delivery on 9AM (I received my package around 5PM). Again, I got my package on time with no problem so I'm ok, but with the history of ONTRAC being so rubbish it just made me worry because I didn't wanted to be phoneless for 2-3 weeks.",10/20/2023,52,24,9,33,15,1.0387411984794293,0.02638891137433652
1153,steve o,4,"So far it has worked very well, stores more that I need which is a great feature. Another nice feature is the red paint, really, I drop these little cards and the all black version are often hard to find, the red is easy to spot, now if it only glowed in the dark..lol",03/01/2023,339,25,20,45,5,2.3079645639608892,3.6800364359983426
1154,"BuyItOnce ""Just_Slightly_Geeky""",5,"I bought this 64 GB unit for my new Samsung Galaxy S IV. I wanted the maximum size for music and the copious number of pictures i take of my kids and other things.I like the read and write speed on this card. I like the size but would have been happier with a bigger card but this is the max for my phone.Always happy with SanDisk, you will not be sorry you paid a little more.Edit: Should not have put ""they have never let me down"" in the title! 3 months in, I have been having problems with the SD card slot on my Galaxy S4. Not sure if it is the phone or the SD card moving in the slot. T-Mobile have sent me a new phone so we shall see.Edit 2: 4 Months in and I am having more problems with the same card. I received a new phone from T-Mobile and the same problem continues to occur. I have formatted the card twice and this gives a little time before the problem reoccurs. I have spoken to SanDisk and will call them again to have this card replaced. I will let you know how this goes.",08/03/2023,935,21,24,45,-3,0.54390995935923,1.6867322471356898
1155,Brent Bolinder,2,"I run this in my Samsung Galaxy II. Works like a champ and it's really fast. Unless your phone supports exFAT this is as big as you can go. It might find it, but you will only be able to use 32GB...that's why the file system is called FAT32.",08/23/2023,41,8,5,13,3,2.7135173612475194,3.068058877287273
1156,solerider,5,I bought this chip to be used to increase the use of my smart phone and it has increased the memory.  At least for now.,05/04/2023,676,32,29,61,3,0.48470721527535066,1.535174099665929
1157,Reza,5,Works great with my Surface RT tablet.  Transfers to and from are very fast.  Great price for the size and speed.,12/14/2023,518,22,28,50,-6,3.1796772877975634,4.9209367022298265
1158,Calenture,3,"So far I have not have any problems with this memory, the transfer speed is good and it works just great on my Samsung Note 8",05/02/2023,407,34,10,44,24,0.7767878904010589,1.5771235215835215
1159,"Roderic Rinehart ""Roderic""",2,"SanDisk does not disappoint, this is exactly as described, arrived on time and is plenty of storage for all my photos, music playlists, and still leaves room for movies as well.",12/29/2023,138,19,10,29,9,2.735429461339794,3.025222012604221
1160,Shaun Hillman,5,"Most of my reviews are positive.  This product failed (could not read on my device (a Galaxy S3) nor on my computer with 2 different readers) in less than 30 days.  The customer support is also unhelpful, as they would only replace the card after many questions, they would not provide a refund (I did not want a replacement of a card that failed so quickly).I would suggest buying a different card, it is not worth the hassle and lost data to save a couple of dollars with buying this one.",08/14/2023,99,32,47,79,-15,0.645603399116097,1.0998562430770675
1161,Mr Larry F Pavier,5,Este fue una buena compras ha sido todo lo que esperaba del producto. Fue un bueno producto. Llego en el momento indicado.,06/07/2023,341,34,45,79,-11,2.003552168357669,2.589011891884771
1162,"ENZYMES ""natureskid""",4,"I am cautiously optimistic but happy because Amazon sent my replacement promptly. I ordered a 32gb card and it came broken, so i returned with followed with an email asking for immediate shipping...and it arrived just in time for my trip. i am cautiously optimistic because out of four cards I have purchased from Amazon, this is the only one that works so far. but i got refunded for the rest.",09/06/2023,736,45,26,71,19,1.7591577239322953,2.8966540333515733
1163,"Jacob Holstein ""Halal Yeshuah HaMashiach""",3,"Still wondering how they fit 64,000,000,000 bites on a card like this. But this car is plenty fast and compatible with my devices.",06/09/2023,316,29,18,47,11,3.7820534991650963,0.9141201982034836
1164,Nicholas A. Savage,5,this product has worked well with my go pro 3 black edition not slow or glitchy love the products and do reccomend,02/27/2023,542,45,21,66,24,3.2058082230713074,0.6182770334899962
1165,LD,2,"Perfect card for my Galaxy S3 - lots of capacity at a decent price, and not a no-name brand either.",07/07/2023,225,29,27,56,2,4.685444102014952,4.8680064507321354
1166,wstout,1,"Great product, great price, great quality!  I've purchased 6 of these so far for family and friends.The only thing better than this would be a 128gb model!I only wished that laptops came with micro SD slots!",02/07/2023,838,21,3,24,18,4.609553259759322,4.466338076511077
1167,DE SAN NICOLAS,1,"Works great right out of the package, makes a great addition with the 32 GB Galaxy Note 10.1 tablet and will recommend it to anyone.",01/15/2023,261,44,36,80,8,3.6249801428068147,3.3003356603592993
1168,Maverick,3,These are fantastic for laptops and tablets. I put all my music onto two cards and have all my music with me when I travel.,02/06/2023,247,0,18,18,-18,3.852928702948959,4.305271356276272
1169,Greg,1,"Bought it for my Android cell phone (Moto Droid X2) and it works great. Very fast, plays MP3s with no skipping, transferred apps that could be moved to the SD card with no problems to create more internal memory space. Wasn't sure it was necessary to get a class 10 card, but this SanDisk ultra 32 GB allowed me purchase a good quality card at a very reasonable cost.",03/22/2023,79,14,16,30,-2,3.1245620828854226,0.47780186497716426
1170,Glenn,4,"This card is fast! And cheap!  I used it on my Canon S100 Camera to shoot raw format pictures and 1080 video and it worked flawlessly.  I'm currently using it on my old Mytouch phone for storage.Great product, great price.",10/20/2023,697,24,49,73,-25,3.4583161537235974,3.646881241597719
1171,Fader,4,"Fast data speeds, large capacity and worked right off the bat in my Samsung SIII. Love the fact it holds my large music and audio books library on the device.",03/14/2023,811,19,39,58,-20,3.0861118431671426,1.4280217267983653
1172,RLC,2,"I bought this for my Samsung Galaxy S3 to expand the memory. Best money I could have spent. No issues, works as it should. Fast shipping, great packaging. Worth every penny.",03/16/2023,692,6,35,41,-29,1.558825156506956,2.697465956809366
1173,Perry Hopper Sr,3,"This microSD card is perfect, I'm using this on my Sony DSC-TX200V Cyber-Shot and it works the camera took few second to format card and it was ready to stored pictures and video excellent. The costumer service they help me by replacing my card that broke by sending me a new one and it came super fast the card, I will definitely recommend this card and happy that the costumer service they answer me quick and they werer fast. I will definitely buy from this guys. Thanks...",09/07/2023,473,15,22,37,-7,1.753447912690188,3.824069591926227
1174,RJ,3,"It works fine with my galaxy note 8.0... it is hard to review now for performance, but the price is good... I think.",08/10/2023,77,22,49,71,-27,2.8736691398481105,0.16739665072053822
1175,Gary Al,1,MicroSCHC works as expected and have not had any issue whatsoever.  Excellent way to upgrade memory on your mobile device.Highly Recommended.,09/03/2023,262,20,27,47,-7,3.6008846369740812,3.4741909054951132
1176,jason from indy,5,"Bought this for Canon Powershot N because it takes a micro. I always use ultra or extreme pro sandisk, since they are my preferred brand, and I like them for had video and continuous snapshots. No problems with the card, came with working adapter. Happy with this purchase would and probably will buy more.",03/28/2023,741,0,10,10,-10,2.030595229828881,2.1743339523657705
1177,MCBazil,5,"Item came as described:  YesItem was priced well:  YesI'm using the microSD as an external which is always plugged into my mac.  Helps me store a bunch of files for school, and as a back up.",05/27/2023,2,46,13,59,33,0.7133390041337728,2.198364359390581
1178,Albert,5,"It's tiny,.. in size, - but provides great storage. Tested and works great with all our BlackBerry Z10 - and Q10 devices.. Just remember to format the memorycard by using the Setup on the phone ... and NOT format using your computer..",11/25/2023,17,19,12,31,7,2.2970858417630335,4.536390500330485
1179,mrg1216,2,I have many microSD cards like many of you guys might too. It's definitely faster than other microSD cards that i've used before. I'm happy with it.,11/29/2023,344,46,23,69,23,4.815939102675279,4.298681929648357
1180,KWhite,3,"This a great card with lots of storage for the money. Don't hesitate in buying this, it's a steal for the amount of storage you get.",08/02/2023,12,18,15,33,3,1.070434339586871,0.2876687237806441
1181,ProPhotog,1,Most people know that Sandisk is the best. Price is more than competitive for the performance. Works fine in my LG phone.,04/13/2023,940,5,27,32,-22,3.24534543480397,3.0915771545060715
1182,Michael Ray Goins,2,"Since I bought this card, I've been using it almost daily in my Hero 3 camera. The recordings are without any glitches so far.",06/08/2023,694,37,29,66,8,4.91270899081832,2.179230823251124
1183,cgt212,4,I was better off with my 32gig card.  This thing was nothing but problems.  The phone does not see it half the time and it is SLOW.  The phone keeps asking to Re- format it.  I got it to see the card after a reboot.  It is still SLOW.I will be buying the Samsung 64gig card for my Samsung Galaxy Note 1.  I have seen good things from Samsung.,11/04/2023,846,31,43,74,-12,1.8811885973031484,0.5890723215670712
1184,Trevor,4,"This is necessary because you need space storage in your phone, and with this microsd card i have 64GB its perfect",02/10/2023,7,0,40,40,-40,4.439418044208013,4.255256931442072
1185,P. Karpenko,4,"I'm glad these are red and grey and not all black to be honest.  After dropping a black one in the grass the other night.  Spent 20 minutes searching a 9 sq foot area!  Seriously they need to not ever make removable storage smaller than these things.Other than that..it works great, no problems whatsoever.  If you need to reformat, it's suggested you use the sd formatting tool from the SD Association, of which SanDisk is a permanent member.  Windows doesn't exactly follow the specification, though for most uses windows format will work too.Here's the funny part.  This is about $2 more than the 32GB SanDisk class 4 card.  I've been waiting for those cards to drop in price as faster speeds take over...but they don't drop in price.  And thanks to the newegg free shipping on items over $25, it's actually cheaper overall when you order the $25 class 10 card and get free shipping instead of the $23 class 4 card plus $8.75 shipping.",06/10/2023,246,29,38,67,-9,4.320043585880107,0.35755536523851383
1186,abbadon,3,"Got this for my Samsung 3.  After 4 months, was no longer accessible - first message I got on the phone was that there was an unformatted Sd card installed.  Next, it wouldn't even recognize the card was in there.  I inserted a different card, and the phone was able to recognize it and play music off it - - so, not the phone.  I also tried having my desktop read the card - - no go there either....",04/10/2023,986,15,41,56,-26,1.695224795126018,0.16048697633454567
1187,Chad12420,4,It Works excelent. I can see that is more fast than others. Very good performance. SanDisk demonstrate excelent products in this case.,04/17/2023,928,26,26,52,0,0.4925866255788697,0.9875776997665064
1188,TechDude,5,"I have tried different SD cards in a Grpro Hero3 black edition, as it can record from 4k downwards none of my other cards had been able to use the full range, the recording stops after few seconds.This card make me record 4k, 2.7k, 1080 etc. different fps until the card is full or battery runs empty.Maybe i'm lucky, lots people said sandisk always giving them freezing and problems but i still go for it and i never had any problem.",11/15/2023,157,17,16,33,1,0.8926957728339252,1.5168962830004618
1189,ikari.avi,4,"My card got so hot it almost melted. Crazy! But you card somewhere else, I know I Wii! I'm not taking the chance of ruining one of my devices. No thanks",08/10/2023,174,12,49,61,-37,1.8287458905072773,0.30440388713721955
1190,Javier Rodriguez,2,title pretty much covers it.bought it for my GoPro - with free 2 day delivery (with membership) and the price it was a no-brainer,07/04/2023,487,43,25,68,18,4.795671544726365,3.2065572955164097
1191,Mary J Kelly,4,This does exactly what you would expect from a 32GB MicroSD memory card. Plenty of storage and fast access times make this a solid purchase.,03/26/2023,841,49,6,55,43,1.3722507252404852,2.185750120907755
1192,JBbyr4AnU,5,"Works as it should, and has lifetime warranty. In case of malfunction (which I had after several months), Sandisk will send a replacement at no cost.",02/26/2023,846,27,34,61,-7,4.634323729635828,2.060944308046138
1193,photoperu,4,"FAST data transfer! This is the standard, the measuring stick for a great 32 GB micro SD card- you will not regret getting the brand name instead of getting the cheapos.",06/27/2023,693,9,14,23,-5,0.9068234280855725,0.7267036698071194
1194,J. Davis,1,"This device works in Galaxy S4 no problems, it woks perfectly and really I just can't get over that you can buy a 64GB storage device that is the size of my thumbnail, that will run programs from it for under $50.One day something like this will hold 64 TB. Crazy cool.",06/14/2023,977,13,15,28,-2,4.8490621284560085,2.1889454181863326
1195,frwainscott,5,"When I opened the micro disc and adapter I did't know what to do with them. I went to UTube on installing them, and all became clear. The micro fits into the top of the adapter and then the whole thing fits into my camera. Very neat and high powered.",07/25/2023,281,28,20,48,8,1.4680226769899858,1.950829722377037
1196,MSU,3,"As I expect from sandisk, this card is fast, reliable and works great with the gopro 3.Comes with the adapter.....pretty cool to have 64gig of space on such a small ad card.Not cheap, but worth the money, in my opinion.",01/01/2023,309,10,16,26,-6,3.165461317206028,1.9182135996061456
1197,RJ,4,"Came pre-formatted and easy to install. Came with adapter which is great. I recommend this if you are looking for a micro memory card, very worth the price.",03/15/2023,990,49,44,93,5,0.348456122352665,1.092835059358705
1198,"Gamer ""Gamer""",2,"Comes with the SD card converter, good size for camera memory it reduces your need to change it so often.",05/18/2023,237,26,25,51,1,1.4983208559365742,0.472186673961531
1199,Dice,4,"Known brand, good packaging and working well in the phone.I wish the reviews did not require a set number of words.",05/04/2023,157,43,34,77,9,1.0535520318919196,1.3035396567811397
1200,C. Schmidt,2,"Bought this because I discovered that I had accidently left a class 2 card in my phone for over a year. Was troubleshooting the sluggishness and realized my error. This card, while not officially supported, works perfectly fine. I partitioned it using the ROM Manager. Also installed Link2SD and moved the largest apps to an ext2 partition.",05/13/2023,251,16,19,35,-3,0.01708334341946116,3.3363508244526265
1201,"Justin W. Scott ""ridin' dirty""",1,works what more can i say . it went down 10 bucks the day after I bout it but whatever.  Great micro SD,11/23/2023,221,2,19,21,-17,0.783848938586621,0.3646171838373585
1202,Tyler Murray,3,"This provides plenty of storage capacity for your tablet and mobile devices - I've put this into all my cellphones and Android tablets. After twelve months of use, downloading music, videos, apps - there is plenty of room left.The class 10 version is also great for phone/tablet cameras as well for a stand alone camera (yes I still use a digital camera - so yesterday). This is a must for HD action video camera/recorder as well. The price continues to drop so it is very affordable now - unless your device can take the 64Gb version - I'd go with the higher capacity for video recording devices.",02/01/2023,338,30,22,52,8,2.9655182491859544,1.9116222062237576
1203,Book Lover,5,"I bought this memory card specifically to add extra storage on my Samsung Galaxy S3. It was very easy to install in the phone and it recognized the card instantly. I turned the phone off before I removed the back cover and installed the card. I am not sure if this is needed, but I figured it wouldn't hurt by doing it that way. After it was installed and recognized, I formatted the card through the phone options. The card is very fast when writing to it or reading from it.I would definitely recommend this card to others, especially if you have a Galaxy S3 and want some more storage space on it.",10/28/2023,223,20,4,24,16,1.9496008660232944,2.571881153161763
1204,Brad Brooks,5,A great product and a very reasonable price.  It has increased the Galaxy Tab 2 memory and useability without having to deal with other interface cables.,11/18/2023,211,32,8,40,24,3.6128549068571747,4.8157590630281675
1205,DogLovingFool,3,"Bought this for my Raspberry Pi. Works great, it's fast and reasonably priced, and I have not experienced any issues with it yet.",11/05/2023,337,0,22,22,-22,3.355373001535036,4.21912501050174
1206,GLSS,1,this is a great 32 SD card it works real good for my samsong rush and it hold a lot of pictures a lot of videos a lot MP 3 and mp4 4matic songs this is a good SD card I would recommend it to everybody that's why I gave it 5 stars,01/19/2023,134,5,17,22,-12,3.9964975450395936,4.583066663649713
1207,"D.De Stef ""Mxrider""",1,I bought this for my Samsung Galaxy 10.1. It works great! I have had no problems with it!I would definitely buy this again. Seller was also very fast in shipping!,04/18/2023,844,3,28,31,-25,4.335125115163146,4.100007707474138
1208,"William J. Campbell ""W.J.C.""",4,"Used the h2testw software to check the read/write speed and got write 9.8MB/s and read 16.6MB/s.  I have no complains.or, should I have no complains?Warning: Only 1000 of 15185 MByte tested.Test finished without errors.You can now delete the test files *.h2w or verify them again.Writing speed: 8.98 MByte/sReading speed: 16.4 MByte/sH2testw v1.4compared to the 4x cardWarning: Only 1000 of 14737 MByte tested.Test finished without errors.You can now delete the test files *.h2w or verify them again.Writing speed: 4.39 MByte/sReading speed: 16.4 MByte/sH2testw v1.4",01/28/2023,934,21,10,31,11,4.099127515618309,2.945572892279137
1209,Chris Abdo,1,"Perfect card for my Galaxy S3 - lots of capacity at a decent price, and not a no-name brand either.",08/27/2023,771,12,42,54,-30,2.2403041985919234,4.303934022660062
1210,Armando,4,"Works well in my Galaxy Note II.  I've bought many Sandisk memory cards and never experienced a failure, even the 256MB SD card purchased for a Palm Pilot still works.",11/12/2023,495,43,47,90,-4,1.5436386518275387,2.8262372548174923
1211,Love Archos,2,worked for me and at great Amazon price. In my Hero 2 GoPro's doing video's at least once or twice a week for over months.,03/05/2023,547,29,7,36,22,2.5115123148423586,1.7887399652092806
1212,Lvza,3,The 64gb version does not seem as reliable as the lower gb versions. I have had to reformat this card twice .. a real nuisance. When its working .. it does well.,03/06/2023,183,39,26,65,13,2.67564253319021,1.8617100030958156
1213,Kenneth Lee,2,"I had this Sandisk 32Gb Class 10 micro SDHC card in a Pittasoft Blackvue DR500GW-HD in-car camera DVR. It worked like a champ for 2 months and then died with the dreaded ""Please format the SD card"" errors. Stuck it in my Mac Mini (2011) and it is unrecognizable. Same with Windows PC. Even the low level HP SD card formatter cannot reformat it. So in the garbage it goes. I have 2 more of these cards in my Garmin GPS devices and they continue to work (so far) but they are not being written to continually every day like the Blackvue. So a word of advice; if you need to write to these cards often - buy something else.",10/03/2023,815,25,1,26,24,1.565872584709445,2.827308566583491
1214,ajb,2,"SanDisk is the highest quality of micro SD and this one will work in basically any Android phone or tablet made in the last 2 years, including Samsung Galaxy S3 S4 Note 2 Note 3.",02/24/2023,161,38,22,60,16,2.7000327256988417,4.047198113631066
1215,"jkap ""JK""",2,Needed extra disk space in my surface pro 1. Put in this item and have had no problems since. Very good performance - similar to my SSD hard drive.,06/01/2023,605,38,20,58,18,0.5288982608231579,0.6682634410569971
1216,rinconi,2,"Works great. Got it quickly, it was well packed, plugged it in an it's been working fine since. Only been a month so can speak to long term reliability. Will buy another one soon.",08/19/2023,387,6,9,15,-3,1.15520897507644,0.19632609815715185
1217,Blesson George,5,"I bought this to expand the memory on my Galaxy S4. Inexpensive, easily to install, and comes with an adapter to make it a full sized SD card, the SanDisk Ultra should be at the top of your list.",03/14/2023,197,13,37,50,-24,3.730240434452778,3.9478431307768873
1218,Dan P.,1,"storage size, fast read/write speed, great price (almost half that of a certain popular brick & mortar store).  I use this in my Samsung Galaxy Tab 2 7.0 and I'm glad I chose it.  I would def recommend it to anyone looking for microSD storage.",01/12/2023,827,25,3,28,22,0.9141611416187001,3.2379603461193334
1219,paulicious21,3,"I bought this sd card to expand the memory on my Samsung tablet.  I had read that the galaxy note could only be expanded up to 32gb as the sd card would have to be formated as fat32.Long story short,  I inserted it and without any problems or formatting it showed as 60 odd GB.Noyce!",02/15/2023,718,17,20,37,-3,0.6951892412170008,4.10655152926881
1220,E. Lawrence Budro,3,"When i first got this item, I had some problems with it and for some reason, caused all my data on my android phone to get deleted forcing me to reinstall my custom ROM and use my previous SD card until amazon replaced this one. But once I got the replacement, it worked perfectly. I have no issues with it at all now and for the past several months, its able to hold all my apps and data with ease. With the high read/write speeds, I don't have any lag and it just works exactly how I hoped it would.",05/29/2023,484,23,36,59,-13,1.4367159566038175,4.883382634964754
1221,S. Kosari,2,Got this for my new Galaxy S3. It works great. Tripled my memory and it's compatible! Worth every cent to be able to carry a TON of music and podcasts.,12/23/2023,502,24,42,66,-18,1.8552455838062654,1.2569700571005034
1222,fwdkiller,3,i got this instead of the black one because it looked better built than the black one. i'm using it with a 8gb stanza sip clip. but the people at Sandisk said to use the black one instead,08/13/2023,988,49,11,60,38,1.642743422241077,0.9714598767374072
1223,OSWALDO ARTIAGA,4,I got this for my Galaxy S 2 phone and it worked right away. I had an issue with the write times slowing down after a month so I issued an exchange. It came promptly and my new SD card works great.,06/17/2023,489,31,47,78,-16,1.8730269243220237,1.7048927369965017
1224,Anthony,3,"I purchased this item for my Galaxy S3 and it works wonderful.  I have no problems pulling up information and downloading music, movies, and pic!",08/02/2023,352,5,45,50,-40,0.6995617144880417,4.389811494367706
1225,"Jack Tailor ""Jack Tailor""",2,I bought this memory card for my Samsung Note 10.1. i amis really happy about it and i am recommending this product & am very pleased about it.,10/04/2023,530,15,13,28,2,0.8269757898714347,0.06981933977398491
1226,O.G.,3,"I've never had a defective SanDisk SD card and this is no exception. They are well built and quality control is wonderful. I am especially sold on the 10 speed class and would highly recommend this for any type of media; books, movies, music, etc.",05/13/2023,234,2,19,21,-17,1.1791748979878725,0.05266129359015659
1227,RawNerd,1,"Losing pictures, video, and tunes after 9 months on a Samsung Galaxy Note 2 (stock android).  Looks like this is a common problem.  I will try my luck with Sandisk on Monday.  If I don't get a replacement, I will never buy a Sandisk product again.  I paid the premium for ""Sandisk Quality.""  I am very disappointed.UPDATE:Sandisk will be providing a replacement SD CARD.  However, my data loss and downtime cannot be replaced.  SanDisk lost their ""premium rating"" in my eyes. It's going to take a while for them to get it back.",03/01/2023,894,20,46,66,-26,2.009960087266562,1.083931934552671
1228,Miriam Gonzlez,2,"This is the second one of these chips that I received.  The first either had a latent physical defect or damage in transit, but it snapped in half on first use.  I was really bummed, but determined to try again.  This was a breeze!  The chip blazes, doubled the capacity of the 32 GB chip it replaced in my ASUS TF700T tablet, and holds ALL of my music and documents with plenty of room left over!  I now have 128 GB available on my tablet, and it all works flawlessly.Anyone that is looking to upgrade needs to do a little due diligence in determining that your device is able to address 64 GB's, but with that reservation, I strongly recommend this little gem!!",07/02/2023,845,31,7,38,24,1.6794955080921832,1.879581478667205
1229,"Adam Sorenson ""Adam""",5,"This is an ultra fast SanDisk branded SD card that's great for digital cameras, especially for video. I got it for my smartphone, mainly for the 32 GB capacity, and it fills the bill at a very low price with Prime shipping. You can't get better quality flash cards than SanDisk. I'm still amazed that they can cram such a huge amount of memory on such a tiny chip.  One megabyte of data in text from printed out would fill a pickup truck. This chip has 32 thousand megabytes.  Think about having 32,000 pickup trucks full of text in a chip smaller than your pinky fingernail!",04/19/2023,578,1,26,27,-25,3.9566746571330476,1.511730441575489
