Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
1604,J. Davis,4,this microsdhc card fit perfect in my grandsons tablet. its great to be able to download extra music and games for him.,12/06/2021,275,42,42,84,0,0.7346151355030317,3.3424271365338942
1605,The Lor **,3,Bought it for my gopro hero3 camera (silver edition).Working without any problems. Fast!Was pleasantly surprised of the good quality Memory Card Adapter! Now can turn it into my laptop directly.,12/15/2021,246,20,27,47,-7,2.8656746732703526,4.6920301580464505
1606,Misty Matheny,3,Where else can you get legitimate micro sdhc 32 GB memory cards for this price. The speed is 30 MB/s. Fast low cost 32 GB. Cannot go wrong. Name brand. San disk. I got ripped off buying imitation unpackaged memory cards that only worked days.,06/20/2021,111,26,6,32,20,4.887371391502851,4.9385793437233545
1607,Jamie Vander Meer,2,"It's fast fast fast, and big big big.  It's exactly what you need to record all of your ill-advised shenanigans with your friends.",08/28/2021,234,18,25,43,-7,1.184666745858725,3.8159321898140357
1608,eddie,4,"But since I can't say with any certainty whether it was the phone or the card, I'll just say it's a middle of the road product. When it did work though, man it was BLAZING fast read speed.",08/27/2021,278,22,10,32,12,1.7766807467757595,2.8688465278968196
1609,Alex Choung,5,My Headline says it ALL!  How can U go wrong?  & the price was better that what I was looking for.  If U have read any of my past reviews I hope that they have helped of u're on the fence about a pending purchase or have nothing to base a decision on.,05/11/2021,477,49,23,72,26,1.2828661299502335,3.78304844868996
1610,"D. Ifversen ""DaveI""",3,"have had no problems with it, access times are actually a bit slower then in phone memory. but read is pretty good.",02/02/2021,417,42,42,84,0,1.3322991082324736,1.3661820973197387
1611,Man_In_Bra,5,MicroSCHC works as expected and have not had any issue whatsoever.  Excellent way to upgrade memory on your mobile device.Highly Recommended.,08/21/2021,678,34,9,43,25,2.020960670933403,1.4180151362981634
1612,Mark Spomer,3,"I got this for my Galaxy Note 3, as it accepts add on storage.  Works perfectly, and I use it to store all my music and files so I dont junk up the phones memory.",04/20/2021,128,39,36,75,3,3.5092775532531006,3.271746730811616
1613,Dave Junia Lum,5,"Got this MicroSDXC for my GoPro. I've got more than enough space not to worry about changing my simcard, but more about changing my battery.",07/08/2021,237,41,12,53,29,0.1940226201547257,4.3591778819995515
1614,New2This,4,"Bought this for my S3 and loaded it with 4 seasons of Futurama, 5 full length HD movies, several documentaries, and a dozen or so 30 minute comedy shows with plenty of room left over for pictures, etc...Only slight nitpick is when booting up into recovery mode on the S3 it will not recognize the card. Wanted to update the phone to the latest version of Android and it would not see it. Had to resort to a 2GB MicroSD I had laying around. That wasn't a SD card issue but I thought I would throw that in.",01/29/2021,803,47,43,90,4,4.785620978427801,4.8490474458817685
1615,"I'm not an internet shopaholic - ""thebanker""",2,"I bought this extra memory for my Samsung Galaxy S4.  I wish I had known when I bought my phone that Android changed its memory management technique between Gingerbread and Jelly Bean!  Verizon sold me a 16GB Samsung S4.  I didn't do much research since my old phone broke and I was about to leave on a business trip the next day.  Come to find out, there are 32 and 64GB versions of the Galaxy S4!  I never asked Verizon if they even carried different versions.  Well, I figured that wouldn't be a problem... I'll just put in a 64GB Micro SD (TF) Card and I'll be all set.  Unfortunately you can no longer transfer Apps to the Micro SD Card.  Some apps can store data on the SD Card but there is no longer the ability to ""Move to SD.""  Since I travel internationally, I use a lot of GPS mapping software and would like to download multiple Gigs of map data for offline mapping.  As of now, I can only download this to my phone's 16GB memory, and not to this 64GB memory card!  Pictures (except for burst photos), videos and music can all be put on the 64GB SD card.  All that being said, this memory card works well, and is priced on par with all of the other comparable cards on the market.  If you've got the cash and need the space (for music, videos/movies and/or pictures--just not apps) then I recommend picking one of these up.",03/22/2021,619,4,41,45,-37,0.2313993974462375,1.7066730041560914
1616,Larry,4,"What can I say, the card works perfectly, haven't had a single issue with it. I had a sandisk card at one point that didn't work properly and sandisks customer service was great in replacing my product which is the reason I will keep giving them my business.",01/26/2021,128,40,38,78,2,4.406265909722799,3.9827681155066013
1617,michael lasky,1,"I can't believe how fast this is.  i had a class 10, 32GB card by imation and it was nothing like the speeds I get out of this.",10/08/2021,707,7,18,25,-11,4.471890493809995,4.257654026437469
1618,Jerry L. Harper,2,"Fast, reliable, plenty of size for the money. I ran Sandisk memory zone on this and was reading between 22 and 29 mbps. Not quite the 30 that it is supposedly rated at, but that is with a lot of apps installed and running off of the device.",07/02/2021,851,10,18,28,-8,2.6224459379576164,3.115866215156964
1619,Careful shopper,4,64 GB additional memory for a great low price.  SanDisk provides exceptional quality at an affordable price.  Easy to install.,08/05/2021,394,15,11,26,4,0.6849841430948372,1.7379594111488146
1620,"Jay ""jason_j_a""",1,I have used this with Sony camcorder for more than a year now. It works well and copes with the high data volume of a camcorder video.,12/23/2021,475,38,21,59,17,2.825729852784719,3.0954428263690055
1621,Hasan,3,"Have only transfered some pictures and music so far. My S3  Galazy had no problems recognizing the card...hear a lot of rumors about memory cards not working, having to format first, etc., but this one worked from me right out of the box.The included Adapter is also good when I want to use with my computer(s) for slide shows since MicroSDHC are not supported by many if any..just to small.",12/11/2021,655,46,46,92,0,3.1431607995142485,2.922244521557564
1622,dfw_area,3,"Never had a failure with SanDisk like other mfgrs.  I use this in my smartphone, comes with an SDHC adapter.  When smartphone makers stop including a micro-sd slot, I'll simply use this in my camera or laptop.",10/31/2021,395,23,36,59,-13,4.288794789035556,3.0326275289824545
1623,BF,5,"works great, it's the real deal (not a fake, as one often finds on some websites) - great in the galaxy tablet, and with an adapter, slots easily into my computer.",12/22/2021,111,20,29,49,-9,2.7544768788478486,3.0963010689386072
1624,Sean,2,"I bought this card when I got my Note 2 back in October, it is perfect and fast.  No problems in any way and fully compatible with my device.UPDATE 1/15/14: I bought a second card for my Note 3 and it it excellent.  The frustration free packaging was much appreciated from the other packing last year.  My first original card got corrupted when I put it in an old feature phone but I am confident it had nothing to do with the card in any way.  I have tested these cards with the Galaxy Note 2, Note 3, Note 10.1 2014 and Tab 3 7"" and they all read the card no problem.  I have been extremely satisfied so far.",12/06/2021,90,22,45,67,-23,2.053546979516691,4.235290954358475
1625,BBJ,3,"This is being used in a Mobius Action Camera 1080P HD Mini Sports Cam/dash cam daily so the opportunity for failure or problems would be readily apparent.  It has really delivered as promised.  Speed and reliability are great.  The adapter works perfectly as well.  I have several other SanDisk products including SD cards, thumb drives and an SSD and all have been terrific.So far I can highly recommend the SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card. I will post again if any issues arise.",05/08/2021,763,48,11,59,37,4.191455969270569,0.8504075663366517
1626,Zak Mckracken,2,"no problems so far using it with the included SD adapter on my micro 4/3 camera, no problem when shooting 60p HD video!so far so good!",11/02/2021,280,37,28,65,9,4.9047589867630945,1.8364697380758406
1627,"simple SW man. ""simple sw man""",3,"Get a fast card for your gadgets, this is a class 10.  Higher the number the faster the read/write it is and sandisk is a well know reputable name.  I would avoid the cheap junk as if it fails then you've lost what's on the card most likely!",02/03/2021,333,46,20,66,26,3.2255160257896662,2.9300086367535574
1628,jose,5,This is the perfect card for Your Gopro. All the speed and quality You need. And in the frustration free packaging also environmentally friendly.,01/05/2021,224,7,10,17,-3,4.3719351865140474,1.416638693058132
1629,Nathan Law,4,"This card has plenty of space and is very fast. It comes with an adapter which turns it into a normal SD card, convenient for dropping into the computer to offload data.",06/12/2021,101,6,36,42,-30,2.993675564145321,4.890765610420196
1630,"Ernesto TOHME Hernandez ""ethom""",5,"I bought this for memory storage in a Samsung Galaxy Tab 2 to replace one that was unreliable just prior to leaving on vacation. It worked without problem. When I returned from vacation, I returned the defective one to Sandisk for a replacement and I now have two. It doesn't write as fast as my larger 32G SD card so I probably won't try to use it in an HD video camera.",09/13/2021,132,1,47,48,-46,3.4489399570515284,1.315751298011646
1631,C. Rocha,1,Card works well. Runs quickly in my wife's Galaxy SII. She would buy it again and I bought one later for my tab 2 7.,01/10/2021,13,29,17,46,12,3.440835587744594,2.348144403211826
1632,Gary,3,"With an 8oo dollar phone, I want as most as I can get, and this mem card was the way to go.",03/07/2021,457,12,43,55,-31,3.5239349342013266,4.386825228565342
1633,SFA,1,"Very, very good and reliable.  Use it in my Win8 tablet, so I don't take it out a lot, but when I do, it seems to work fine in other places.  I bought it a while ago, and it's never failed.  I would recommend it.",08/11/2021,441,22,26,48,-4,1.6050672196431681,0.4003183133011312
1634,Buffalo Nichols,1,Upgraded from the 32GB and very satisfied. Works great with my phone and large library of music. Def would reccomend.,06/26/2021,98,28,36,64,-8,2.878306981358562,4.103440010471259
1635,Harry Mohrmann,2,I bought this for my Lenovo A2109 tablet which alot of sites say wont work.  Once I formatted it to FAT32 it worked flawlessly.  Its fast and provides tons of storage to my 16gb tablet.,06/18/2021,120,37,47,84,-10,2.970677919868977,2.85504184487335
1636,"PK ""PK""",3,"Fast little memory card. Affordable, good quality. Will be quadrupling my storage space on my device. I never seem to have enough of these",07/24/2021,293,36,11,47,25,1.57535813356616,0.1590102040983521
1637,Leo A. Agustin,1,So far so good - boosts my table storage big time - now I can keep all my pics and music with me all the time - price and promptness was awesome,11/27/2021,816,19,22,41,-3,1.7492618385183185,4.514564459833846
1638,Mill,4,"I bought this and put it my mobile phone - Samsung galaxy s3. I don't have a lot more to say. I put it in, formatted it, and it has been working very ewell for some months now. Seems to be very fast. No issues. Recommended.",09/09/2021,711,32,33,65,-1,3.8112338250835736,0.1959841772787152
1639,Ognian Ivanov,1,I just recently received a new Nook HD+ Tablet as a gift  and wanted to increase the storage capacity as well as convert it to an android base system with the N2A software! This card was compatible and has really increased the flexibility of my new Nook without having to root the system and void my warranty. I can use my new Nook either way. Plus the card was at a reasonable price and really the latest in technology!,04/17/2021,1,28,37,65,-9,2.913619203086246,2.576088981356464
1640,Gail D. Lee,4,"Using this card for my GoPro Hero 3 Black.  No issues to date.  Card was used to video vacation in Palau, Yap, & Guam - underwater video.  So far, no complaints!",04/02/2021,572,49,22,71,27,0.7460557398158429,0.24515623182840562
1641,Andrew,2,"Got it for my new Galaxy S3 and it works like a charm. Super fast speed of transfer. Very much recommend it. Not much else to say really... except store it securely! D: You don't want to lose such a tiny thing. Comes with an SD adapter, but no case, like the SanDisk Extreme 16 GB SDHC Class 10 UHS-1 Card I got, hence the four stars.",05/16/2021,250,14,24,38,-10,4.188184943414361,0.35600049237249076
1642,Nazosan,1,"I bought this to go along with my new S4 that I purchased and I have to say I am pleasantly surprised at how much 32GB can get you on a phone!  I have pushed all of my apps to my SD card which has given me plenty of free room on my phone (a major detraction placed on the S4 especially).  I do notice that since moving most of my apps to the card, some load times and other features may take an extra second to really get going.  This may lead me towards going with more powerful SD cards in the future though I am assured this will work for all of my current needs.",01/14/2021,652,22,3,25,19,4.415571435371598,4.4360215712894595
1643,"R. Guevara Galvan ""Roniux""",5,I use the card with GoPro Black Edition and it is just enough to record some action while horse riding. I have always used SanDisk as recording cards and I am happy with the quality I get.,09/10/2021,149,41,29,70,12,2.330705739789071,3.829127734812218
1644,Victor Johnson,2,"This is fantastic, its fast and bundle of space.I have been using this for 2 years already and still going strong. I store all my pictures and video on here taken by my phones.This is a must buy for your phone!",10/02/2021,395,2,29,31,-27,1.0445371601146347,0.9847058662244573
1645,wenghuizhang,4,"In real-life use--copying compressed files to and from the card--it clocks in at barely over half the advertised speeds: about 16MB/s read and about 7.5MB/s write, as averaged between testing on several SD slots (some USB-connected, some PCIe-connected) on several computers, plus a just-released smartphone. Very unimpressed by the &#34;up to&#34; marketing of SD card vendors and makers.The actual raw size is also about 59.5GB, which I find fascinating for a flash device, which is only ever manufactured with powers-of-two components. (1KB = 1,024B)",06/20/2021,44,36,12,48,24,4.738032477024526,3.102339866071269
1646,"rtrski ""Who, me?""",2,Upgraded from the 32GB and very satisfied. Works great with my phone and large library of music. Def would reccomend.,01/18/2021,883,28,41,69,-13,4.4113478225978815,3.9733978421560776
1647,Zachary Flategraff,1,Bought the Astak CM-7200...This memory card works great in that with no hesitation for the video..Great pice too..No problems. Thumbs up!!,08/03/2021,698,44,48,92,-4,1.2219087317091926,4.447953206834324
1648,SDBunny,3,I bought this for my GoPro hero3 Black and it works flawlessly. When capturing in 1080p 60fps it has no problem keeping data and writing. Never had any errors or malfunctions. I've even captured using 4k and had no problems. For the people saying this doesn't work I'm guessing the problem isn't with the card but with either your GoPro or computer.Overall this card works perfectly and is much cheaper on Amazon. Don't bother buying in stores where they will charge you twice as much.,09/29/2021,620,7,13,20,-6,0.47796868151348704,2.3415346341957317
1649,"Aaron ""Aaron""",3,"This thing is quick, no waiting for things to load. The free app has a good UI and is actually helpful unlike a lot of free apps.",07/20/2021,44,21,46,67,-25,2.203268037745534,4.487499387006021
1650,Al Wilgus,4,"I bought this memory card for my Galaxy Note 8. It's a SanDisk and worked great. The card was recognized quickly and I put all my music, videos and other files on it to save room for my internal memory. The price was also very good.",06/30/2021,78,28,7,35,21,3.381984932468698,2.539250363587808
1651,Matt Deller,4,It writes according to SanDisk app test only with the speed of 16mb/second. I have expected a little more than that.,10/05/2021,226,1,23,24,-22,0.8769429260997202,3.4411402108884555
1652,average_john,3,"Solid SDHC card that is fast (at reading and writing) fast (for recording video and pics), has great capacity, and is reasonably priced. I have had no issues with it.Overall, highly recommend.",08/28/2021,162,40,17,57,23,2.56606329215874,4.895146797125696
1653,dee,4,"Had to return this item, it would not fit properly into the adapter that it came with.  Return was no problem, but I am reluctant to buy another one.",11/18/2021,793,48,34,82,14,2.1270774713625835,1.1797589459726336
1654,XIANER,2,"I always buy San Disk as I had issues with other brands and it always works in every application I used it, phone, camera, tablet, etc.",03/22/2021,253,49,24,73,25,4.452755743847328,0.8426063804123907
1655,Thomas Beaty,5,"Does what it says. Hasn't broken yet, and I hope it doesn't break. I've had luck with this brand before. Usually get bored with the product before it breaks.",06/04/2021,132,44,16,60,28,2.147833164035643,1.7100941248893509
1656,Beach Panda,5,"I bought this to expand the memory on my MS Surface, it works perfectly, my music and photo are perfectly stored and it works like a charm",12/13/2021,448,0,31,31,-31,2.668881968675188,0.8219951136015469
1657,Nathan Law,2,"Ive had the card for over a month, using it in my Samsung Galaxy Note 10.1.I filled the card with a few TV shows and movies to watch on the go, as well as many PDFs and MS Word Docs.The MS Word and PDF files often get corrupted after use. THe larger files seem to stay intact. I moved the smaller files into the internal storage and havent had problem since.Im hoping Sandisk has a decent return policy.",08/08/2021,884,43,23,66,20,4.776430980009112,1.4208140285243709
1658,Laytonium,5,I love the additional storage for my pics/videos on my S3.  So far no problems.  Reads/writes with no problems or delays.  I got a great price on this as a gold box deal.  Too bad I could only purchase 1.  I can also use in most of my other devices with an adapter.,11/09/2021,887,19,6,25,13,1.498458829372823,3.71492661685302
1659,JLHSCTX,1,"Ok so my Dad needed a MicroSD for his GS3 (Galaxy S 3) because he was using way to much space with videos and pictures; he isn't one of the most tech saavy people in the world so I got this for him. Does it work yes it does and very well I might add. Like I said my Dad doesn't work to well with tech and if a MicroSD slowed his phone down when it saved pictures or videos or ran apps from it he wouldn't be happy and wouldn't know what to do with the problem. This card experiences no lag (3 months in) the UHS-I speed class really lives up to its potential here. Best of all, perhaps a little known fact to most of you, this card is waterproof, so you get your phone wet and it dies, don't worry this card is still perfectly fine just pop it in a new phone and there's all your stuff! No cons as of yet will update as needed.",09/29/2021,474,20,12,32,8,1.444954659709707,2.387620179606436
1660,"JB ""BIG GUY""",2,"Excellent product, comes with an full size SD card adapter. I consistently got 10MBps writes and 32 MBps reads. (note its MBps not Mbps). Highly recommended.",05/25/2021,656,36,26,62,10,3.9979753997102137,1.8752064724745092
1661,cloudyr00m,4,I am using this item to extend the Memory Capacity on the Samsung Galaxy 7.7 Tablet. Very good price with free shipping(Order &#62;$35) and it works as advertised!,08/12/2021,778,7,47,54,-40,1.3876949307198432,1.8436200263789653
1662,2&amp;1/2Men,2,Work well with my android phone.  And came at a good price.  No problems whatsoever.  I would highly recommend these to anyone.,10/20/2021,109,26,4,30,22,4.159329350366025,0.972649874500266
1663,ricardo lopez,3,"Transfer speeds are amazing, never corrupts files like my old card and it has tons of space! 64gb is really a bunch, spesh for music lovers like myself, itndelivers on recording capabilties too, does not dissapoint. I get a steady 15mb/s transfer which is well over the 6mb/s i was getting with my old class 6. Higjhly recommemd. I got mine for $41 with prime shipping. AND YES THEY WORK IN THE GALAXY S3/S4/S2, DROID RAZR/XT912/HD/MAXX/MAXXHD, WII U, you just have to format it properly. On stock format you get the full 30+ mb/s transfer speeds, yes. But through your phomes which is only LIMITED TO ITS HARDWARE you get half that. Youre only limited to what the hardware can handle. Thats why they recommemd the 32gb cards as its differect architecture. People complain about the speeds using programs. Psh, my new usb 3 car reader tells me i get 60mb/s transfer rates! So stuff it!Excellent card, excellent quality. I threw it in a cup of ice water and stirree it up in front of my friends and let it sit for an hour while i drank the water and played video games. Then took it out and dried it off and let it sit for a minute or two to warm up, threw it back in my phone and to everyones amazement..it still worked. SOLD. hahaBoht two, looking to buy 2 more, now if amazon would only drop the price to $40 again.",05/07/2021,706,46,35,81,11,0.4776780468082248,2.2370572714349763
1664,"Juan A. Almada Jr. ""Juan""",4,"I ordered this card for a friend and had it shipped with prime. After about a week my friend still didn't have the card. OK, I called Amazon and they had a new card in the mail that day and overnight-ed it. Great service on Amazon's part!It's a micro SD card, what more can you say about it. If you don't know how to use one then you are just dumb and you should walk into traffic",01/20/2021,35,34,25,59,9,0.556306236547342,3.123177793440881
1665,Dana Leasman,3,"SanDisk Ultra 32 GB MicroSDHC Class 10 UHS-1 Memory Card with Adapter, exactly what was expected and what was described.  Could not ask for anything more.",11/18/2021,467,5,41,46,-36,4.5066168708138585,0.6957741725911187
1666,FROILAN MORALES,4,I almost got myself a 16GB but decided on the 32GB last minute.  I'm so glad I did - I filled up my Hero3 White edition with over 20k time-lapse images and a few hours of HD footage.  These things are solid and reliable.  I filled it up over a 6 day period doing some work in Haiti.,03/01/2021,902,44,44,88,0,2.7040614124121767,4.864064307351073
1667,"Andrew Strautz ""Laugh and the world laughs wi...",5,"Great name brand class 10 card.  Great price, best on the net at the time I bought this one.  It works perfectly and is fast.  Can't go wrong.  Spend the extra couple of bucks for the real deal.  Don't be fooled by a knock off, slow speed, import.",05/14/2021,275,43,30,73,13,3.594071333471194,2.216405882133668
1668,Francisco Ortiz,2,"With so much memory used on my Galaxy s4. This allows for massive overkill on external storage.Its fast, and convenient.",02/25/2021,187,18,9,27,9,1.1264444593127214,4.739804583756974
1669,Paul,1,Good SD card and works fine with adapter.  Satisfied with purchase of this product.  Can fill it quickly though with HD video.,03/18/2021,949,17,45,62,-28,0.8313718419105415,0.6732946331209261
1670,"Galileo ""R.P.""",4,"I bougth this micro SD card after some trubles with other that i got from Kingston, i can tell that SanDisk is other quality, this is the best, my i9300 phone can read a 64GB very fast, the dta transfer speed from my pc to my is amazing, if you are looking for additional storage to you phone, for music, pictures and other type of files, this is for you.Pros-Very good quality materials of construction-Amazing speedUpdate after one year this memory is damaged I can not delete or put new files on it, I can not format this memory, I tried to format with my phone, with my pc, with a camera and nothing, now this is like a 64gb cd, the data in the memory is only available to read but I can not move, or delete it, I bought this memory to be used to backup all my data of my android device but now is only a readable memory I can not write data on it any more, I hope sandisk make a better products in the future!!! Total disagree I will buy a Samsung memory card expected a better quality.",07/18/2021,243,0,25,25,-25,4.174771311163201,3.836079765863401
1671,Darrell,4,Would recommend friends. Worked as expected and transfer is speedy. Always a fan of SanDisk where they make they product quality.,03/25/2021,264,24,21,45,3,1.793117035116244,3.0881902527177245
1672,Andrew Stuckwisch,3,Great product for the price.Gave me plenty of space to add videos and music.Works perfectly well with my Galaxy Note Tablet,06/20/2021,974,26,11,37,15,2.2751630956099724,4.100320597716854
1673,Mandryke,5,"Works as expected, no glitches or problems. Using it with my Contour Roam2 helmet camera. Frustration free packaging was nice.",05/12/2021,522,6,31,37,-25,0.1398594863767949,3.003389614776026
1674,Tooncesmom,3,"Maybe there is nothing that can be done and it is just the way the technology is at this time, but to me it seems that the 64GB SD cards have very limited uses at this time because they are formatted in whats called ""exFAT32"" instead of the standard FAT32 to get 64GB from a 32GB card.  After receiving my card and inserting it into my new android tablet with, Jelly Bean, it was recognized and it did show I had 59GB available.  I then removed the card from the tablet and inserted it into my computers, a Win7 and a Vista, and tried to transfer files, photos and videos from my laptop to the card they WOULD NOT TRANSFER!  After some research on the internet it appeared that the card had to be reformatted from the new ""exFAT32"" to the standard FAT32.  All my files were created in Win XP and Win Vista - FAT32.  I also have a Win7 machine I recently purchased and can easily move all types of files between all the machines and memory cards and flash drives but could not transfer any files to this card from any computer as long as the card was formatted in exFAT32.  I had read on the internet about reformatting  the cards and it working.  My Win7 machine does not even have the option to format to standard FAT32, it only has NSTF and exFAT32.  My older computers have the older FAT32 format option and it took my Vista computer with a Dual Core processor 1  hours to reformat the card to FAT32.  After reformatting I was able to easily transfer my files, photos, and videos on my XP and Vista computers BUT not the Win7 computer.  The card works in my tablet and I am able to access and use all the files I transferred to the card in FAT32 with my Vista computer on the tablet.  BUT after reformatting it now the card only has 27GB of space available, so it was essentially reformatted the 64GB card into a 32GB card.  I will keep the card because I have a lot of work into it reformatting and transferring files and hopefully in the future I can reformat it again back to exFAT32 if and when exFAT32 catches on and an OS is made that can seamlessly use files created in both FAT32 and exFAT32.  This seems to be a good card that works well in certain situations but my advice do your research on what you have and how you will use the card because this is not simply a big GB card that can be used for everything in every device, unless ALL your files, photos, and videos are in, or will be created with, exFAT32 there are some real draw backs to this card and you might be better off just buying multiple lower GB cards if you really need this much storage space in a Micro SD card.  Or perhaps cards you already own can be reformatted into exFAT32 and double the capacity if your computer has the exFAT32 reformat option.  I have not tried it but based on my experience the last few days it seems like it would work if exFAT32 works for you. I gave 3 stars because it does work, but I feel Sandisk not fully explaining how they are getting 64GB out of this card and the possible problems a consumer might have with it is misleading advertising.",01/25/2021,963,43,26,69,17,1.9294036709648321,4.814183166214031
1675,Renee Carpenter,3,This microsd card was as described by others and sandisk themselves. Very fast transfers and awesome price for it. Got it for my Samsung Galaxy S3 and love it!,01/17/2021,678,41,32,73,9,3.852189040624892,3.134659154649288
1676,"shiv ""shiv""",5,"This card performs much better than the lower class 4 and 6 cards I have used in the past.  I have around 400 pictures on it, as well as quite a bit of other content. Content loads very quickly on my Android phone.  Very happy with this purchase.",06/20/2021,541,28,19,47,9,4.106375886430847,3.9230206267223404
1677,William M,1,Works perfect on Samsung Galaxy S4... memory is fast and didn't get any unmount problem mentioned on previous reviews... my model number is GT-I9500 and version is 4.2.2,09/07/2021,783,30,38,68,-8,3.493773944412709,4.387908862666837
1678,slcpunk,3,"I bought three of these for my android phones,Mortorola Admiral and LG Optimus Elite. Easy installation and works as described.",01/20/2021,87,43,40,83,3,3.460898667718711,3.5729173560523004
1679,"Justaddwata ""Matt""",3,The recent map update on my Garmin GPS ran it out of memory.  Maps are getting more and more detailed.  I used this to up the memory and got back to the Full North America Map. It cam with the adapter to fit my PC SD slot too.,02/27/2021,535,42,39,81,3,2.5311963329857896,2.6211832828158017
1680,joshuaRobot,4,"Used in GoPro as other user reviews indicated the 32 and 64 GB cards did not work well.  Just buy more of them, I recorded over 1000 photos and 60 minutes of video on each 16GB card.",05/29/2021,210,35,12,47,23,2.691646646299115,1.3640853938171016
1681,Alex Choung,5,"Card is recognized as 59.5GB as expected.  I'm able to carry around all of my music without having to carry an iPod as well, now.  It came with a plastic case with an SD card adapter.",10/31/2021,46,18,13,31,5,3.7131587340657175,4.2724630669783465
1682,Jason Hunken,2,It's an SD card that works fine and is pretty quick.  Not much else I can say about the product.,02/17/2021,467,5,43,48,-38,1.2365089941386143,2.402891263443392
1683,Sandra L. Hasaan,1,"CompactFlash is just about perfect to use in a camera in the field. As the size shrinks, so does one's ability to easily handle the card. SD is getting marginal as far as usability in the field. Forget about changing a Micro SDHC card unless you are back at your computer! Too small to handle and easy to drop and loose!However, with the 32GB and 64GB cards, that's not quite an issue especially if you leave the card in the camera! The camera is larger than the card my a great deal. Set it down and it's a lot easier to find and handle than a micro card (shown twice as large as life when I was writing this review).My cards came with SD adaptors so that they would be useable in my work flow, a plus. Also, within the adaptor, I can use the card in devices with SD slots and download using my existing readers.",12/06/2021,540,24,39,63,-15,1.1575853412302801,3.1035411316752954
1684,J. Bush,1,I bought this micro SD card for my Galaxy Note 2 about 5 months ago and its been great. Plug and play with no problems. It recognized it immediate and right after I was able to transfer 20gb of videos/music to my phone right away. The transfer speed is good and is what I was expecting from reading guides on these type of SD cards. This is a good product and I recommend it to anyone looking for a SD card.,11/10/2021,26,30,21,51,9,4.7496241195702735,0.3961326894045991
1685,"MD ""MD""",5,"Super fast access to my Samsung Galaxy Note II. SanDisk Ultra Micro HC is blazing fast compared to the other microSD cards I have bought including PNY, Sony and more!",01/25/2021,266,8,17,25,-9,0.13844943379387686,2.486756615634249
1686,stephen7777,4,"never had a problem with it,it does exactly what it is made to do,love Sandisk product,smooth operation,high price but worth it.get it if you like to save,by waiting a day or two.enjoy",03/12/2021,175,19,47,66,-28,0.6973273183259077,3.4907882200992253
1687,Rickey Warren,4,"buy this one. it was inserted in my galaxy note 2, and also my asus transformer infinity. i bought 2 of these cards. i will buy it again if i need to. its easy to install, just pop it in and your device reads it. it's that simple!",01/01/2021,516,9,28,37,-19,2.85166213100624,2.92035954966885
1688,C. Lyles,5,"Price of micro SD per GB is much lower compared to a few years ago.Works fine with LG G2x and Galaxy Note 2.With all the new phones with more than 6M pixels and 1080p video, your internal storage is going to dry out very fast. External Micro SD is definitely a must.4GB and 8 GB are running out very fast :(. 32GB is definitely a welcome (especially if you buy it during the sale)Pro:1. Bought this during sale - under 25 USD.2. Class 10 - fastest (for now)3. Trusted brand: SanDiskCons:None.",06/29/2021,311,36,42,78,-6,3.6891741934917426,2.242774280228525
1689,"E. L. Willis ""ELWood""",4,"There is a known issue with a batch of these cards where they can completely die.  This is known defect (affecting a lot of Galaxy S3 and Note users), so if your card dies, either exchange through Amazon or contact SanDisk for a replacement.  Newer cards are supposedly fixed, but you might want to back up your data just in case.  Mine were purchased in November 2012 and both have now failed in separate phones, unreadable by PCs or phones.",08/16/2021,322,26,15,41,11,2.689455414925059,1.117136583748346
1690,Robert C. O. Gross,1,"Insert it and use it, it is exactly that easy to use. And did I mention it is also very fast? I purchased this for my new Nook HD+ tablet and it gives me a lot of storage space for anything I wish to keep on the tablet, pictures, music, documents, eBooks, anything else I wish to create or copy to the tablet. I am very pleased with the performance and price of this purchase.",04/05/2021,579,12,45,57,-33,1.7753199808244209,1.5483510004507979
1691,Russell,1,Great price and holds tons of stuff. The class 10 is way faster then any other card I have purchased,02/10/2021,135,40,34,74,6,4.889880596764838,3.5031217908115053
1692,JCBiker,2,This thing works perfectly. I've hand no problems with SanDisk and this SD card rocks. Why can't they have phone with this much storage internally?,10/15/2021,55,1,33,34,-32,3.5192634256642292,1.1209534941969945
1693,JJ,5,"Got it for my new Galaxy S3 and it works like a charm. Super fast speed of transfer. Very much recommend it. Not much else to say really... except store it securely! D: You don't want to lose such a tiny thing. Comes with an SD adapter, but no case, like the SanDisk Extreme 16 GB SDHC Class 10 UHS-1 Card I got, hence the four stars.",01/29/2021,976,49,2,51,47,4.156954205335396,3.1086330765444092
1694,"SweetDaddy ""Darkmaster""",3,"UPDATE:I raised my star rating on this from 1 to 4 because of the customer service.  I was able to get a replacement pretty easily.  Hopefully it will last longer!ORIGINAL REVIEW:This item worked well while it lasted.  I bought it in October 2012 for my tablet pc and then for an android smartphone.  I did not make many transfers to the card, it was mostly reading files from it.  Now it is March 2013 and suddenly the card is no longer recognized in my android phone.  It is no longer recognized on my other devices as well.  I lost many photos and videos on the card because of it.  I'm sure Sandisk will exchange it for a new one, but this shouldn't be happening with a card that is less than a year old.",01/21/2021,543,20,3,23,17,0.20123437094102026,2.9486880627810157
